name,rating,price,restaurant_type,description,address,google_maps_url
Le Marais Restaurant Paris,4.5,€20–30,Mediterranean restaurant,"Prime steaks, burgers, salads & desserts, plus beer & wine, in an easygoing venue with a courtyard.","47 R. de Turbigo, 75003 Paris, France","https://www.google.fr/maps/place/Le+Marais+Restaurant+Paris/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66ff993d48ed1:0x67566da1302e03c5!8m2!3d48.865138!4d2.3540023!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11ny1kffq3?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le MaZenay,4.6,$$$,French restaurant,"Farm-to-table French dishes made with seasonal ingredients, served in a sophisticated setting.","46 Rue de Montmorency, 75003 Paris, France","https://www.google.fr/maps/place/Le+MaZenay/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66e1a559bb0bd:0x8b5b8697dca5c57c!8m2!3d48.8636402!4d2.3533729!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11ckq_p7f8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant L'Oyat,4.7,,French restaurant,,"11 Rue Notre Dame de Nazareth, 75003 Paris, France","https://www.google.fr/maps/place/Restaurant+L'Oyat/@48.8670676,2.3425309,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66f1dd2571e65:0xf6c3eee0bffe7528!8m2!3d48.8670676!4d2.3605553!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11mfzt9h6x?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Au Fil des Saisons,4.4,€30–40,French restaurant,"Cozy bistro with exposed-stone walls & a patio, offering classic meals with seasonal ingredients.","6 Rue des Fontaines du Temple, 75003 Paris, France","https://www.google.fr/maps/place/Au+Fil+des+Saisons/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66e0583f35751:0x8c240c8dc680da9b!8m2!3d48.865636!4d2.359565!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1td0mb3w?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bonnard - Restaurant végétarien à Paris 3,4.7,,Vegetarian restaurant,,"18 Rue des Gravilliers, 75003 Paris, France","https://www.google.fr/maps/place/Bonnard+-+Restaurant+v%C3%A9g%C3%A9tarien+%C3%A0+Paris+3/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66f8b2df1595b:0xcaa853cc029efd77!8m2!3d48.8639339!4d2.3573336!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEVdmVnZXRhcmlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11r8tt3rnk?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Lucky Paris 3 - 人间烟火,4.9,€10–20,Asian restaurant,,"47 Rue au Maire, 75003 Paris, France","https://www.google.fr/maps/place/Lucky+Paris+3+-+%E4%BA%BA%E9%97%B4%E7%83%9F%E7%81%AB/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66f318b17b957:0x6ce3ca679d15494!8m2!3d48.8648015!4d2.3550727!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEQYXNpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11vyrd7rh8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Jackpot,4.7,€20–40,Modern European restaurant,"Quaint spot with exposed-wood beams featuring seasonal & vegetarian plates, plus wine & beer.","10 Rue des Haudriettes, 75003 Paris, France","https://www.google.fr/maps/place/Le+Jackpot/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66e04bc5b3c95:0x61d0eef9c483865f!8m2!3d48.8618207!4d2.357337!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11hb61sj3w?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Les Enfants Rouges,4.5,$$,Modern French restaurant,"Classic French cuisine with a Japanese flair, artfully presented in a modern bistro setting.","9 Rue de Beauce, 75003 Paris, France","https://www.google.fr/maps/place/Les+Enfants+Rouges/@48.863083,2.3432039,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66e042fe169df:0xbe745df5042d51e8!8m2!3d48.863083!4d2.3612283!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F1tc_3dd2?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Camille,4.3,$$,French restaurant,"Intimate, homestyle bistro/brasserie known for duck, steaks & cocktails, with a sidewalk terrace.","24 Rue des Francs Bourgeois, 75003 Paris, France","https://www.google.fr/maps/place/Camille/@48.8578099,2.3427014,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66e023088c09b:0xc9fd12e8f33ce699!8m2!3d48.8578099!4d2.3607258!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdj3j6b?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'INAPERÇU,4.6,,French restaurant,,"65 Rue Beaubourg, 75003 Paris, France","https://www.google.fr/maps/place/L'INAPER%C3%87U/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66fedc1dc63a1:0xff465bdb59d03841!8m2!3d48.8632313!4d2.3544069!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11jzpjt9h8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Sacré Frenchy !,4.6,$$,Restaurant,"Warm French restaurant serving up classic sharing plates & meat dishes, plus salads & wines.","58 Bd de Sébastopol, 75003 Paris, France","https://www.google.fr/maps/place/Sacr%C3%A9+Frenchy+!/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66fac7287d84d:0xb69d1c31a8140156!8m2!3d48.8632396!4d2.3511546!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fj6ss1kb?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Yansai 3 - Restaurant asiatique Paris - Guabao Taiwanais,4.8,€10–20,Hot pot restaurant,,"88 Rue des Gravilliers, 75003 Paris, France","https://www.google.fr/maps/place/Yansai+3+-+Restaurant+asiatique+Paris+-+Guabao+Taiwanais/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66f59b18cff53:0x2cd31ee6b1bba847!8m2!3d48.86469!4d2.354006!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgESaG90X3BvdF9yZXN0YXVyYW504AEA!16s%2Fg%2F11stp8tnnn?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Les Chartrons,4.7,€20–30,Restaurant,,"2 Rue au Maire, 75003 Paris, France","https://www.google.fr/maps/place/Les+Chartrons/@48.8675824,2.3312493,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+3!3m6!1s0x47e66f4ccc29c1a3:0x5777aafefc676752!8m2!3d48.8644285!4d2.3578508!15sChJyZXN0YXVyYW50IHBhcmlzIDNaFCIScmVzdGF1cmFudCBwYXJpcyAzkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fcsqs24x?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
DARI Restaurant,4.5,€10–20,Tunisian restaurant,,"13 Rue Mademoiselle, 75015 Paris, France","https://www.google.fr/maps/place/DARI+Restaurant/@48.8436409,2.2224272,8567m/data=!3m2!1e3!5s0x47e67016e9675d7f:0xf13d49e6ac970128!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e671cae27147cd:0x48b939412ac1ddf5!8m2!3d48.8436409!4d2.294525!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARN0dW5pc2lhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11sd5hkk1f?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Village du 15,4.5,€20–30,Brasserie,Easygoing choice with outdoor tables serving burgers & a changing menu of traditional dishes.,"11 Rue du Laos, 75015 Paris, France","https://www.google.fr/maps/place/Le+Village+du+15/@48.8501283,2.2291769,8566m/data=!3m2!1e3!5s0x47e670225026b701:0x91ae4966bbf8755!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e670225014db69:0x251e57f4aa4123e6!8m2!3d48.8501283!4d2.3012747!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1v44d8rd?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
LA GAULOISE PARIS,4.3,$$,French restaurant,"Coq au vin, steak frites & cheese boards at a classically styled brasserie with a sidewalk terrace.","59 Av. de la Motte-Picquet, 75015 Paris, France","https://www.google.fr/maps/place/LA+GAULOISE+PARIS/@48.849584,2.2268662,8566m/data=!3m2!1e3!5s0x47e670227ffe433f:0xca2e6cbbe3e83783!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67022792a72db:0x777575cb41ee83da!8m2!3d48.849584!4d2.298964!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tf5jyzr?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Vitis,4.6,$$,Restaurant,,"8 Rue Falguière, 75015 Paris, France","https://www.google.fr/maps/place/Le+Vitis/@48.8329611,2.2815077,8569m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67033b3e42bd1:0x71a9ca21c6ec280c!8m2!3d48.8439169!4d2.3171631!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11bxvbyd8d?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Les Artisans,4.3,€20–30,French restaurant,"Bustling all-day eatery with outdoor seating & a warm vibe serving meals & light bites, plus wine.","106 Rue Lecourbe, 75015 Paris, France","https://www.google.fr/maps/place/Les+Artisans/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6703c11a28d79:0x7ff0b7a82cfdde33!8m2!3d48.8429147!4d2.3031118!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1ptxp8hjr?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Aux Artistes,4.5,€10–20,French restaurant,"Homestyle French dishes with Loire Valley & Languedoc wines in a retro, family-run establishment.","63 Rue Falguière, 75015 Paris, France","https://www.google.fr/maps/place/Aux+Artistes/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67036c29320e7:0x817b191740abf827!8m2!3d48.8405888!4d2.3130969!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdqmzff?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Harper's Paris 15,4.8,€20–30,French restaurant,,"46 Bis Bd du Montparnasse, 75015 Paris, France","https://www.google.fr/maps/place/Harper's+Paris+15/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e671cd2cea87d3:0x2674e64fe2789ac1!8m2!3d48.8445167!4d2.3211585!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11f40ldcd4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Parenthèse,4.5,€30–40,Restaurant,,"32 Bd du Montparnasse, 75015 Paris, France","https://www.google.fr/maps/place/La+Parenth%C3%A8se/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6718bb5842c95:0xca295b15357cae27!8m2!3d48.8452416!4d2.3192544!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11js1g9873?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Borromée,4.7,€20–30,French restaurant,,"224 Rue de Vaugirard, 75015 Paris, France","https://www.google.fr/maps/place/Le+Borrom%C3%A9e/@48.8434265,2.2213214,8567m/data=!3m2!1e3!5s0x47e6703941f35091:0xd9cb113ab407ce6f!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6703941d4e92d:0x7a225a81d6b3ac5c!8m2!3d48.8408119!4d2.3052774!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1vwlnftt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Cherine,4.7,€40–50,Restaurant,,"74 Rue de la Croix Nivert, 75015 Paris, France","https://www.google.fr/maps/place/Le+Cherine/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e670164cc7043b:0x8d8583ea8d088555!8m2!3d48.8445961!4d2.2967606!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11bxgmcxrc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Pareloup,4.3,€20–30,French restaurant,"Modern bistro with sidewalk tables, serving up foie gras & duck confit, plus snails & oysters.","16 Rue Beaugrenelle, 75015 Paris, France","https://www.google.fr/maps/place/Le+Pareloup/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6700f8a8cd15d:0xa92999657b5ff11c!8m2!3d48.8473942!4d2.285956!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1vl9qt86?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'Abreuvoir,4.6,€20–30,French restaurant,Informal space with a terrace offering traditional dishes & happy-hour specials.,"24 Rue du Dr Finlay, 75015 Paris, France","https://www.google.fr/maps/place/L'Abreuvoir/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6701b5a10f8a9:0x5266096716066d23!8m2!3d48.8519379!4d2.2889287!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdnw6hv?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Point de Chute,4.8,€30–40,Restaurant,,"17 Bd Victor, 75015 Paris, France","https://www.google.fr/maps/place/Le+Point+de+Chute/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6713e8c4ba75f:0x8692d72a1c62fc31!8m2!3d48.8349345!4d2.2831982!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f64cff6v?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le P'tit Lecourbe,4.4,,French restaurant,,"26 Rue Lecourbe, 75015 Paris, France","https://www.google.fr/maps/place/Le+P'tit+Lecourbe/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6703a89093257:0x2d40222aa3995afb!8m2!3d48.8445522!4d2.308934!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11b64b7gjw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
L'Argument,4.3,€20–30,Brasserie,Easygoing spot with wood-panelled walls & outdoor seating offering classic meals & cocktails.,"121 Rue de la Convention, 75015 Paris, France","https://www.google.fr/maps/place/L'Argument/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6701245fa12b7:0xb3cb519d2c042c1f!8m2!3d48.8407077!4d2.2890525!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F11bwymk9rw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Chakaiseki Akiyoshi,4.8,€100+,Restaurant,,"59 Rue Letellier, 75015 Paris, France","https://www.google.fr/maps/place/Chakaiseki+Akiyoshi/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e671a6b39f935d:0x504b54c51872002d!8m2!3d48.8470136!4d2.2989248!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11k46j0s3y?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Au Métro,4.4,€20–30,Southwest France restaurant,,"18 Bd Pasteur, 75015 Paris, France","https://www.google.fr/maps/place/Au+M%C3%A9tro/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67030df23cde9:0x4300df85012f857e!8m2!3d48.8427417!4d2.3122774!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARtzb3V0aHdlc3RfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thwzrmf?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Abstinence - Restaurant & Wine Bar Vinyl,4.5,,French restaurant,Lively outfit with a stylish interior & outdoor seating offering classic dishes with an Asian twist.,"47 Av. de la Motte-Picquet, 75015 Paris, France","https://www.google.fr/maps/place/Abstinence+-+Restaurant+%26+Wine+Bar+Vinyl/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e6712a098a258b:0xb973cbfc94f419af!8m2!3d48.8505603!4d2.3005279!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11j9m5rlk8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
LE PAVILLON Paris 15,4.4,€20–30,French restaurant,,"53B Av. de la Motte-Picquet, 75015 Paris, France","https://www.google.fr/maps/place/LE+PAVILLON+Paris+15/@48.8434265,2.2213214,8567m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+15!3m6!1s0x47e67022659c0001:0xe92e8e98f28546eb!8m2!3d48.8500382!4d2.2996737!15sChNyZXN0YXVyYW50IHBhcmlzIDE1WhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTWSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11bz0b4sd0?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Sphère,4.8,€100+,Haute French restaurant,,"18 Rue La Boétie, 75008 Paris, France","https://www.google.fr/maps/place/Sph%C3%A8re/@48.874425,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc976f71e0f:0x9acef3ed0845fd65!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f4c47058947:0xe1de61d4b89d1efb!8m2!3d48.8742665!4d2.3169387!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11t77k7nft?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Carré Élysée,4.6,€20–40,French restaurant,,"49 Av. Franklin Delano Roosevelt, 75008 Paris, France","https://www.google.fr/maps/place/Le+Carr%C3%A9+%C3%89lys%C3%A9e/@48.8744241,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc5a5312d81:0xe33f6179687d4368!8m2!3d48.870112!4d2.3098835!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F124yfytg_?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Mermoz,4.5,,Bistro,,"16 Rue Jean Mermoz, 75008 Paris, France","https://www.google.fr/maps/place/Le+Mermoz/@48.8744231,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc58b4fc5f5:0x9766d86b97a3ca02!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fc58ca7d7e1:0xda70d2aae068b02!8m2!3d48.8707341!4d2.3115407!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEGYmlzdHJv4AEA!16s%2Fg%2F1v96l30c?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Beauvau Saint-Honoré,4.4,$$,French restaurant,"Informal restaurant preparing classic Corsican mains & desserts, along with wine, beer & cocktails.","4 Rue des Saussaies, 75008 Paris, France","https://www.google.fr/maps/place/Beauvau+Saint-Honor%C3%A9/@48.8744222,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fcea4e18b95:0x263102aadb22b0dd!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66fcea4f6ea7b:0x321c786ea0292db9!8m2!3d48.871082!4d2.3168703!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b7q2q0pw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Da Alfredo Restaurant Paris 8,4.7,,Italian restaurant,,"182 Bd Haussmann, 75008 Paris, France","https://www.google.fr/maps/place/Da+Alfredo+Restaurant+Paris+8/@48.8744213,2.2970739,2141m/data=!3m2!1e3!5s0x47e66fc72de5e899:0x57b21799daeae0df!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f2643ebc643:0x8ffaf8251b92770c!8m2!3d48.8751989!4d2.3069858!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11kq7hybnd?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant Super Huit Paris 8,4.8,,Restaurant,,"95 Rue de Miromesnil, 75008 Paris, France","https://www.google.fr/maps/place/Restaurant+Super+Huit+Paris+8/@48.8744204,2.2970739,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+8!3m6!1s0x47e66f7dbd455b45:0x5802ee069a92e9bb!8m2!3d48.8797499!4d2.3152574!15sChJyZXN0YXVyYW50IHBhcmlzIDhaFCIScmVzdGF1cmFudCBwYXJpcyA4kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11vpnmcfkm?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
